K1,K2,K3,D1,D2,D3,,,,Additional,City,State,,Start Time,Time Zone,,,,,
,,,sb,,,,Hanover / West Manheim Block Walk,"Join Jess King and the Hanover volunteer campaign team for a Block Walk! Jess will start things off, and then our Hanover team leader and our field staff will give a brief training on door knocking before we all go out and canvass! The whole thing will take about 3 hours.

Canvassing is the most effective way of getting out the vote. Most of our campaign volunteers are first-time canvassers. This is a great opportunity to meet your neighbors, get trained up, and support the movement to get Jess elected.

Please bring a charged smartphone if you have one!",,,,"18 Saint Rene Ln, Hanover, PA 17331-8493, United States - ",13:00:00,4,2018-08-05T13:00:00-0400,https://www.facebook.com/events/1039941392832425/,Hanover / West Manheim Block Walk,https://www.facebook.com/jesskingforcongress/,8/5/2018
,,,sb,,,,Spring Grove Block Walk,"Join Jess King and the Spring Grove volunteer campaign team for a Block Walk! Jess will start things off, and then our Spring Grove team leader and our field staff will give a brief training on door knocking before we all go out and canvass! The whole thing will take about 3 hours.

Canvassing is the most effective way of getting out the vote. Most of our campaign volunteers are first-time canvassers. This is a great opportunity to meet your neighbors, get trained up, and support the movement to get Jess elected.

Please bring a charged smartphone if you have one!",,,,"201 E Railroad St, Spring Grove, PA 17362, United States - ",16:00:00,4,2018-08-05T16:00:00-0400,https://www.facebook.com/events/204731113718004/,Spring Grove Block Walk,https://www.facebook.com/jesskingforcongress/,8/5/2018
,,,sb,,,,Ephrata Block Walk,"Join Jess King and the Ephrata/Akron volunteer campaign team for a Block Walk! Jess will start things off, and then our Ephrata team leader and our field staff will give a brief training on door knocking before we all go out and canvass! The whole thing will take about 3 hours.

Canvassing is the most effective way of getting out the vote. Most of our campaign volunteers are first-time canvassers. This is a great opportunity to meet your neighbors, get trained up, and support the movement to get Jess elected.

Please bring a charged smartphone if you have one!",,,,"129 E Franklin St, Ephrata, PA 17522-2448, United States - ",17:30:00,4,2018-08-07T17:30:00-0400,https://www.facebook.com/events/209697996395245/,Ephrata Block Walk,https://www.facebook.com/jesskingforcongress/,8/7/2018
,,,sb,,,,SCV Voter Registration/Listening Tour Canvass!,"Please RSVP: http://bit.ly/2LQ97jK

Join the Katie Hill for Congress team in Santa Clarita. We'll start with a quick training and then head out into the community to register voters and spread the word about our awesome democratic candidates and the Nov. 6th general election! 

Feel free to email jill@katiehillforcongress.com with any questions.",,,,"25269 The Old Road, Unit B, Stevenson Ranch, CA, 91321 - ",9:00:00,7,2018-08-04T09:00:00-0700,https://www.facebook.com/events/295742481170893/,SCV Voter Registration/Listening Tour Canvass!,https://www.facebook.com/KatieHillforCongress/,8/4/2018
,,,sb,,,,AV Voter Registration/Listening Tour Canvass!,"RSVP Here: http://bit.ly/2ObQSGN

Join the Katie Hill for Congress campaign in the Antelope Valley. We'll start with a quick training and then head out into the community to register voters and spread the word about Katie and the Nov. 6th general election!

Feel free to email jill@katiehillforcongress.com with any questions.",,,,"820 E Avenue K, Lancaster, CA 93535-4766, United States - ",16:00:00,7,2018-08-04T16:00:00-0700,https://www.facebook.com/events/2194558800777340/,AV Voter Registration/Listening Tour Canvass!,https://www.facebook.com/KatieHillforCongress/,8/4/2018
,,,sb,,,,Simi Valley Voter Reg/Listening Tour Canvass!,"Please RSVP: http://bit.ly/2NJXZoL

Join the Katie Hill for Congress campaign in Simi Valley. We'll start with a quick training and then head out into the community to register voters and spread the word about Katie, Christy, and the Nov. 6th general election! 

Feel free to email jill@katiehillforcongress.com with any questions.",,,,"297 Longbranch Rd, Simi Valley, CA 93065-5326, United States - ",9:00:00,7,2018-08-05T09:00:00-0700,https://www.facebook.com/events/265913407338096/,Simi Valley Voter Reg/Listening Tour Canvass!,https://www.facebook.com/KatieHillforCongress/,8/5/2018
,,,sb,,,,Simi Valley Voter Reg/Listening Tour Canvass!,"Please RSVP: http://bit.ly/2LNjwjm

Join the Katie Hill for Congress campaign in Simi Valley. We'll start with a quick training and then head out into the community to register voters and spread the word about Katie, Christy, and the Nov. 6th general election! 

Feel free to email jill@katiehillforcongress.com with any questions.",,,,TBD -,9:00:00,7,2018-08-11T09:00:00-0700,https://www.facebook.com/events/458782054594381/,Simi Valley Voter Reg/Listening Tour Canvass!,https://www.facebook.com/KatieHillforCongress/,8/11/2018
,,,sb,,,,SCV Voter Registration/Listening Tour Canvass!,"Please RSVP: http://bit.ly/2Kb5pPK

Join the Katie Hill for Congress team in Santa Clarita. We'll start with a quick training and then head out into the community to register voters and spread the word about our awesome democratic candidates and the Nov. 6th general election! 

Feel free to email jill@katiehillforcongress.com with any questions.",,,,"25269 The Old Road, Unit B, Stevenson Ranch, CA, 91321 - ",16:00:00,7,2018-08-11T16:00:00-0700,https://www.facebook.com/events/2143495839228917/,SCV Voter Registration/Listening Tour Canvass!,https://www.facebook.com/KatieHillforCongress/,8/11/2018
,,,sb,,,,Franklin County Canvass!,Come knock on doors in Franklin County for Leslie. It's never too early to start talking to neighbors about what is at stake in this election! We need to make sure that voters in #VA05 know why Leslie Cockburn is the best choice this November.,,,,"527 South Main Street, Rocky Mount, VA 22902 - ",9:00:00,4,2018-08-04T09:00:00-0400,https://www.facebook.com/events/394056357789196/,Franklin County Canvass!,https://www.facebook.com/LeslieforCongress/,8/4/2018
,,,sb,,,,Halifax County Canvass!,Come knock on doors in Halifax County for Leslie. It's never too early to start talking to neighbors about what is at stake in this election! We need to make sure that voters in #VA05 know why Leslie Cockburn is the best choice this November.,,,,"3103 Halifax Rd, South Boston, VA 24592-4905, United States - ",9:00:00,4,2018-08-04T09:00:00-0400,https://www.facebook.com/events/2060936477270313/,Halifax County Canvass!,https://www.facebook.com/LeslieforCongress/,8/4/2018
,,,sb,,,,Canvassing with Linda in North Raleigh,We need to get out the vote in North Raleigh and we need your help to do it. Lets get this done!,,,,"5600 Sweetbriar St, Raleigh, NC 27609, United States - ",10:00:00,4,2018-08-04T10:00:00-0400,https://www.facebook.com/events/211923982815897/,Canvassing with Linda in North Raleigh,https://www.facebook.com/LindaColemanForCongress/,8/4/2018
,,,sb,,,,Weekly Canvas Sundays 2pm Meetup until November 4th,"We have a list of voters who we would like to invite to vote, invite to learn more about candidates and just learn more about us!   Put your walking shoes on and plan on a 90 minute friend-making adventure.  You can take the ""safe route"" asking known active voters to vote in the General Election, the ""middle of the road"" and see what Unaffiliated voters think about the Candidates, and ""the road less travelled"" and ask Inactive voters to take advantage of their constitutional rights that are so important in 2018 by re-registering to vote.  Please join us at 2pm at Hoppy Endings!  You do not have to be a precinct member to canvas with us, if you have time, this area hasn't been canvassed in years! We will join back up at 4pm at Hoppy Endings where a mug of bubbly awaits!",,,,"Hoppy Endings - Raleigh, NC",14:00:00,4,2018-10-21T14:00:00-0400,https://www.facebook.com/events/251225942091802/,Weekly Canvas Sundays 2pm Meetup until November 4th,https://www.facebook.com/LindaColemanForCongress/,10/21/2018
,,,sb,,,,Canvassing for Lisa and Jessa,"Join the Democratic Party for our canvassing event!

Hosted by Laborers Local 238 to support Lisa Brown and Jessa Lewis

Meet at the Laborers Local 238 Union Hall at 9:30AM for training then canvassing! Celebrate with us at a BBQ after the event at the union hall.

We will be joined by special guests Senator Andy Billig, Representative Timm Ormsby, Representative Marcus Riccelli, Kay Murano and more!

Please make sure to RSVP so we can have adequate food and lists!
https://www.wa-democrats.org/ngpvanforms/11694",,,,1330 N Calispell St Spokane Wa -,9:30:00,7,2018-08-04T09:30:00-0700,https://www.facebook.com/events/2216830055215596/,Canvassing for Lisa and Jessa,https://www.facebook.com/LisaBrown4Congress/,8/4/2018
sb,,,,,,,Knock Doors with Lisa Brown!,"Come knock on doors with Lisa herself! Canvassing is the best and most effective way to turn out voters and persuade undecideds. We'll send you out in groups of at least two with materials and scripts. Brief training at 2 pm, and we knock doors at 2:30 pm. Bring friends if you like!",,,,"1507 E Sprague Ave, Spokane, WA 99202-3112, United States - ",14:00:00,7,2018-08-04T14:00:00-0700,https://www.facebook.com/events/452157321862248/,Knock Doors with Lisa Brown!,https://www.facebook.com/LisaBrown4Congress/,8/4/2018
,,,sb,,,,Primary Election,Primary Election Day,,,,-,7:00:00,5,2018-08-14T07:00:00-0500,https://www.facebook.com/events/292507967956124/,Primary Election,https://www.facebook.com/swansonnolanmn/,8/14/2018
,,,sb,,,,GOTV Canvass for Mary Matiella,"Time to Get Out The Vote for Mary Matiella, the Progressive choice for CD-2!

Join us Saturday to talk to voters about why they should vote for Mary!

Saturday, August 4th
9:30am - 12:30pm

Pinecrest Park
4870 E Fairmount St
Tucson, AZ

RSVP to Carlos@Matiellaforcongress.com",,,,"Pinecrest Park - Tucson, AZ",9:30:00,7,2018-08-04T09:30:00-0700,https://www.facebook.com/events/270986627021755/,GOTV Canvass for Mary Matiella,https://www.facebook.com/MatiellaForCongress/,8/4/2018
sb,,,,,,,Back-To-School Canvass & School Supply Drive with Martin,"Join Martin and the Democratic Party of New Mexico for a back-to-school canvass and school supply drive at our new office in the NE heights! 

Please bring new or gently used school supplies to donate.",,,,1605 Juan Tabo Blvd NE Ste G -,11:30:00,6,2018-08-11T11:30:00-0600,https://www.facebook.com/events/254477551945298/,Back-To-School Canvass & School Supply Drive with Martin,https://www.facebook.com/TeamHeinrich/,8/11/2018
,,,sb,,,,Get Out The Vote - Allegan County!,"We have one last chance to get the word out about Matt before Get Out The Vote! Help us talk to every voter by signing up to help us Get Out The Vote. Even an hour goes a long way!

9am-12pm: canvassing, textbanking and phone banking

12-4pm: canvassing, textbanking and phone banking

4-9pm: canvassing, textbanking and phone banking

Can't make it for a full four hour shift? That's ok, stop by, even if it's only for half an hour! We need as much help as we can get, and we can't let a moment go to waste! Less",,,,"415 Wiley Rd, Douglas MI - ",9:00:00,4,2018-08-04T09:00:00-0400,https://www.facebook.com/events/232279224280045/,Get Out The Vote - Allegan County!,https://www.facebook.com/mattlongjohnforcongress/,8/4/2018
,,,sb,,,,Get Out The Vote - Berrien County!,"We have one last chance to get the word out about Matt before Get Out The Vote! Help us talk to every voter by signing up to help us Get Out The Vote. Even an hour goes a long way!

9am-12pm: canvassing, textbanking and phone banking.

12-4pm: canvassing, textbanking and phone banking.

4-9pm: canvassing, textbanking and phone banking.

Can't make it for a full four hour shift? That's ok, stop by, even if it's only for half an hour! We need as much help as we can get, and we can't let a moment go to waste!",,,,"Biggby Coffee 111 Main St, St Joseph, MI 49085-1107, United States - ",9:00:00,4,2018-08-05T09:00:00-0400,https://www.facebook.com/events/907501109443042/,Get Out The Vote - Berrien County!,https://www.facebook.com/mattlongjohnforcongress/,8/5/2018
,,,sb,,,,Election Night Watch Party,Come down to Bell’s on Tuesday August at 8PM for Matt Longjohn's primary night party!,,,,-,20:00:00,4,2018-08-07T20:00:00-0400,https://www.facebook.com/events/294686404630120/,Election Night Watch Party,https://www.facebook.com/mattlongjohnforcongress/,8/7/2018
,,,sb,,,,Max Rose Day of Action,"Day of Action to Elect Max Rose, who is running for congress in New York’s 11th Congressional District against Trump lover Dan Donovan. Rose’s record of public service will appeal to both Democrats and moderates, making this a key race in winning back the house in November!
Please join us in supporting Max Rose for congress and spread the word! 

Day of Action for Max Rose with You Matter Saturday, August 18 

Meeting Location Options:
Manhattan, Union Square, 12 Noon - in front of statue of George Washington.
Brooklyn, 9714 4th Ave, Bay Ridge, 12 Noon - at Max Rose for Congress Office 

If you have a car and are able to drive others to canvassing locations, please let us know. Kids are welcome, too! It is never too early to learn about political participation. Canvassing will conclude at 6pm with dinner at NYC’s finest pizzeria, L&B’s.

To sign up, please fill out this form. Prior to August 18, you may contact Julianne Ballington at organizing@youmatternation.com. On the Day of Action,  you may contact Benjamin Yee at (646) 385-0522.",,,,-,12:00:00,4,2018-08-18T12:00:00-0400,https://www.facebook.com/events/639469376409079/,Max Rose Day of Action,https://www.facebook.com/MaxRoseForCongress/,8/18/2018
,,,sb,,,,Canvass with Team Mike!,"Join Team Mike at any of our 3 offices as we canvass neighborhoods around our district to talk about Mike Levin!

𝗣𝗹𝗲𝗮𝘀𝗲 𝗦𝗶𝗴𝗻 𝗨𝗽 𝗛𝗲𝗿𝗲

Oceanside: events.mobilizeamerica.io/levinforcongress/event/7359/
San Clemente: events.mobilizeamerica.io/levinforcongress/event/7360/ 
Solana Beach: events.mobilizeamerica.io/levinforcongress/event/7356/",,,,"Mike Levin - Oceanside, CA",12:30:00,7,2018-08-11T12:30:00-0700,https://www.facebook.com/events/2106528642902105/,Canvass with Team Mike!,https://www.facebook.com/LevinforCongress/,8/11/2018
,,,sb,,,,Canvass with Team Mike!,"Join Team Mike at any of our 3 offices as we canvass neighborhoods around our district to talk about Mike Levin!

𝗣𝗹𝗲𝗮𝘀𝗲 𝗦𝗶𝗴𝗻 𝗨𝗽 𝗛𝗲𝗿𝗲

Oceanside: events.mobilizeamerica.io/levinforcongress/event/7358/
San Clemente: events.mobilizeamerica.io/levinforcongress/event/7361/
Solana Beach: events.mobilizeamerica.io/levinforcongress/event/7357/",,,,"Mike Levin - Oceanside, CA",12:30:00,7,2018-08-25T12:30:00-0700,https://www.facebook.com/events/424340718071801/,Canvass with Team Mike!,https://www.facebook.com/LevinforCongress/,8/25/2018
sb,,,,,,,UAW Canvass with Randy!,"Come and canvass with UAW members and Randy Bryce on Saturday!

Randy Bryce, John Drew, and Tod Ohnstad will be kicking off our canvass!

We're just a week out from the start of Get Out the Vote, and we're all hands on deck to win this! Come by and knock some doors or make some calls.",,,,"408 S Main St, Racine, WI 53403-1031, United States - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/322648288279059/,UAW Canvass with Randy!,https://www.facebook.com/RandyBryce2018/,8/4/2018
,,,sb,,,,North Valley Canvass,"Volunteering for Steve Farley for Governor and Julie Gunnigle for LD 15 Rep.

For more info: email kurt@farleyforarizona.com",,,,"Saddlecreek Coffee Company - Cave Creek, AZ",9:00:00,7,2018-08-11T09:00:00-0700,https://www.facebook.com/events/262171564390551/,North Valley Canvass,https://www.facebook.com/FarleyforAZ/,8/11/2018
sb,,,,,,,Join Susan to Canvass in Summit County!,"Please join Susan in person tomorrow, Sat, Aug 4, to door knock voters in the 16th Congressional District! We'll meet at the Democratic headquarters in downtown Akron.",,,,"733 W Market St, Akron, OH 44303-1050, United States - ",10:00:00,4,2018-08-04T10:00:00-0400,https://www.facebook.com/events/264621524319140/,Join Susan to Canvass in Summit County!,https://www.facebook.com/SusanPalmerOH/,8/4/2018
,,,sb,,,,Indivisible Manteca & Manteca Dems Canvass for Josh Harder,"Join us and the Manteca Democratic Club to canvass for Josh Harder so that we can elect him to represent CA-10 in Congress!  Launch times are 10:00AM,  1:00PM and 4:00PM. 

In order to prepare for the weather, please bring your own cold water bottle, sunscreen, a hat, and comfortable shoes.",,,,"Ripon, CA - Ripon, CA",10:00:00,7,2018-08-04T10:00:00-0700,https://www.facebook.com/events/1912152609077571/,Indivisible Manteca & Manteca Dems Canvass for Josh Harder,https://www.facebook.com/harderforcongress/,8/4/2018
,,,sb,,,,Indivisible Manteca & Manteca Dems Canvass for Josh Harder,"Join us and the Manteca Democratic Club to canvass for Josh Harder so that we can elect him to represent CA-10 in Congress!  Launch times are 10:00AM,  1:00PM and 4:00PM. 

In order to prepare for the weather, please bring your own cold water bottle, sunscreen, a hat, and comfortable shoes.",,,,"Ripon, CA - Ripon, CA",10:00:00,7,2018-08-04T10:00:00-0700,https://www.facebook.com/events/1912152609077571/,Indivisible Manteca & Manteca Dems Canvass for Josh Harder,https://www.facebook.com/harderforcongress/,8/4/2018
,,,sb,,,,Redmond Get Out The Vote Canvassing Event,"Join us at our campaign office on Sunday, August 5th for a canvassing event to protect the majority in Olympia!

Please arrive at 9:45 am so the speaking program can start promptly at 10 am.

Governor Jay Inslee, US Senator Cantwell, Congresswoman Suzan DelBene, State Senator Patty Kuderer, and State Senator Manka Dhingra will be speaking at the canvass launch!

To RSVP, please go to: http://bit.ly/letswin18",,,,"8151 164th Ave NE, Redmond, WA 98052-3817, United States - ",9:45:00,7,2018-08-05T09:45:00-0700,https://www.facebook.com/events/2106983382894042/,Redmond Get Out The Vote Canvassing Event,https://www.facebook.com/mariacantwell/,8/5/2018
ykh,,,sb,,,,Shawnee Day of Action,"Head's up, y'all: Team Kendra's coming to Shawnee! We're so excited - come meet Kendra, and then help us talk to voters in Shawnee. We need both canvassers and drivers, so come help us #FlipThe5th - Shawnee style!

OKC friends: Want to come with us? We'll be meeting at our office (5001 N Penn Ave, suite 201) at 9:00 and carpooling out to Pottawatomie County.",,,,"The Gathering Place - Shawnee, OK",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/445153879293800/,Shawnee Day of Action,https://www.facebook.com/KendraHornForCongress/,8/4/2018
sb,,,,,,,Soderberg for Congress Canvass Kick Off!,"Join us this Saturday at 11AM to knock on doors with Nancy Soderberg!

With less than 30 days until the Election, we need to talk to our neighbors now and make sure they are ready to vote!

Location: 1200 Deltona Blvd, Suite 6-8, Deltona

RSVP to canvass with us by emailing: kirsten@soderbergforcongress.com",,,,"1200 Deltona Blvd, Suite 6-8, Deltona, FL - ",11:00:00,4,2018-08-04T11:00:00-0400,https://www.facebook.com/events/1652652078196411/,Soderberg for Congress Canvass Kick Off!,https://www.facebook.com/SoderbergforCongress/,8/4/2018
,,,sb,,,,Team Schrier Wenatchee Canvass,"Join Team Kim to knock on doors in Wenatchee. We'll be talking to voters about the issues that matter most about them and spreading the word about why we know Dr. Kim Schrier is the best candidate to represent the 8th District in Congress! 

First-time canvassers are encouraged to join! Training will be provided. 

Sign up using the RSVP link or email info@drkimschrier.com for more information.",,,,"Memorial Park Wenatchee-2 S Chelan Ave, Wenatchee, WA 98801 - ",10:00:00,7,2018-08-04T10:00:00-0700,https://www.facebook.com/events/247985629327051/,Team Schrier Wenatchee Canvass,https://www.facebook.com/DrKimSchrier/,8/4/2018
,,,sb,,,,Volunteer Training: Canvassing,"Face-to-face contact is still one of the most effective ways of reaching voters! Sponsored by the NY Democratic Party, this workshop will teach you how to overcome ""stage fright"" and do door-to-door canvassing. Register at https://events.mobilizeamerica.io/nydems/event/5231/",,,,"Mayville, NY - Mayville, NY",16:00:00,4,2018-08-04T16:00:00-0400,https://www.facebook.com/events/505826933198635/,Volunteer Training: Canvassing,https://www.facebook.com/tracymitranoNY23/,8/4/2018
,,,sb,,,,Volunteer Training: Phone banking,Learn how to make calls to local voters and encourage them to vote for Tracy! Register at https://secure.ngpvan.com/4_dWx1dp30Kx-yEgIK2ERQ2,,,,"Corning, NY - ",17:00:00,4,2018-08-05T17:00:00-0400,https://www.facebook.com/events/400001330526233/,Volunteer Training: Phone banking,https://www.facebook.com/tracymitranoNY23/,8/5/2018
,,,sb,,,,"Volunteer Training: Phone Banking, canvassing","Training on how to make phone calls, go door to door, and make sure Tracy wins in November! Register at https://secure.ngpvan.com/daJtEkBWNUKqS4zPxqu5-g2",,,,"Watkins Glen Public Library - Watkins Glen, NY",12:00:00,4,2018-08-04T12:00:00-0400,https://www.facebook.com/events/264938510904161/,"Volunteer Training: Phone Banking, canvassing",https://www.facebook.com/tracymitranoNY23/,8/4/2018
,,,sb,,,,"Volunteer Training: Phone banking, canvassing","Learn how to make phone calls, canvass, and make sure Tracy wins this November! Register at https://secure.ngpvan.com/Z7wMFGvCM0WBikUEO9kkOw2",,,,"Ithaca, NY - Ithaca, NY",12:00:00,4,2018-08-05T12:00:00-0400,https://www.facebook.com/events/427799554395993/,"Volunteer Training: Phone banking, canvassing",https://www.facebook.com/tracymitranoNY23/,8/5/2018
,,,sb,,,,"Volunteer Training: Phone banking, canvassing","Learn how to make phone calls, knock on doors, and help get Tracy elected this November! Register at https://secure.ngpvan.com/SL_ar1csNkSayBZMLRwysg2",,,,"Trumansburg, NY - Trumansburg, NY",14:00:00,4,2018-08-05T14:00:00-0400,https://www.facebook.com/events/662346150799295/,"Volunteer Training: Phone banking, canvassing",https://www.facebook.com/tracymitranoNY23/,8/5/2018
,,,sb,,,,Westside SA Canvass for Gina Ortiz Jones,"Join #TeamGOJ for a canvass on the Westside of San Antonio, this Saturday, August 4th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

We'll be meeting at the Basketball Courts at the Heritage Duck Pond at 10am; so come on out and knock on some doors with us! Be sure to wear comfy walking shoes and bring water.",,,,"Heritage Duck Pond Park - San Antonio, TX",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/2199653923599761/,Westside SA Canvass for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/4/2018
,,,sb,,,,Westside SA Canvass for Gina Ortiz Jones,"Join #TeamGOJ for a canvass on the Westside of San Antonio, this Saturday, August 4th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

We'll be meeting at the Basketball Courts at the Heritage Duck Pond at 10am; so come on out and knock on some doors with us! Be sure to wear comfy walking shoes and bring water.",,,,"Heritage Duck Pond Park - San Antonio, TX",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/2199653923599761/,Westside SA Canvass for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/4/2018
,,,sb,,,,Whispering Oaks Canvass for Gina Ortiz Jones,"Join Team GOJ for a canvass on the Northside of San Antonio, this Sunday, August 5th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

We'll be meeting at the home of Darren Meritz at 10am; so come on out and knock on some doors with us! Be sure to wear comfy walking shoes and bring water.

If you have any questions, please contact our field organizer, Darren Meritz at dmeritz@ginaortizjones.com or (915) 274-2501",,,,"11405 Whisper Valley St, San Antonio, TX 78230-3733, United States - ",10:00:00,5,2018-08-05T10:00:00-0500,https://www.facebook.com/events/1076120125876073/,Whispering Oaks Canvass for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/5/2018
,,,sb,,,,Whispering Oaks Canvass for Gina Ortiz Jones,"Join Team GOJ for a canvass on the Northside of San Antonio, this Sunday, August 5th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process.

We'll be meeting at the home of Darren Meritz at 10am; so come on out and knock on some doors with us! Be sure to wear comfy walking shoes and bring water.

If you have any questions, please contact our field organizer, Darren Meritz at dmeritz@ginaortizjones.com or (915) 274-2501",,,,"11405 Whisper Valley St, San Antonio, TX 78230-3733, United States - ",10:00:00,5,2018-08-05T10:00:00-0500,https://www.facebook.com/events/1076120125876073/,Whispering Oaks Canvass for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/5/2018
,,,sb,,,,Canvass in Plymouth Township with Tim Greimel,"Knock doors with Tim Greimel in Plymouth Township!  Meet us at the local Kroger on the corner of Ann Arbor Road and Sheldon.  Help us Get Out The Vote in Plymouth!  

For more information, call Brittany at (248) 935-1518 or email brittany.pinnock@timgreimelforcongress.com.",,,,"44525 Ann Arbor Rd W, Plymouth, MI 48170 - ",13:00:00,4,2018-08-05T13:00:00-0400,https://www.facebook.com/events/200806667448218/,Canvass in Plymouth Township with Tim Greimel,https://www.facebook.com/tim.greimel.3/,8/5/2018
,,,sb,,,,Canvass Kickoff With Anthony Brindisi,Join us at Cortland Democratic Headquarters (129 Port Watson Street) to go out and knock on doors and talk to voters in the local area about electing Anthony Brindisi to Congress!,,,,"Cortland County Democratic Committee - Cortland, NY",10:00:00,4,2018-08-04T10:00:00-0400,https://www.facebook.com/events/231769634042533/,Canvass Kickoff With Anthony Brindisi,https://www.facebook.com/BrindisiForCongress/,8/4/2018
,,,sb,,,,Canvass Kickoff With Anthony Brindisi,Join us at Cortland Democratic Headquarters (129 Port Watson Street) to go out and knock on doors and talk to voters in the local area about electing Anthony Brindisi to Congress!,,,,"Cortland County Democratic Committee - Cortland, NY",10:00:00,4,2018-08-04T10:00:00-0400,https://www.facebook.com/events/231769634042533/,Canvass Kickoff With Anthony Brindisi,https://www.facebook.com/BrindisiForCongress/,8/4/2018
,,,sb,,,,"Canvass to support Kling, Kopser, & Zwiener in Buda!","We have a new block walking opportunity in Buda this weekend in Precinct 224. This is your chance to help our neighborhood connect with local candidates including Erin Zwiener for Texas House, Steven Kling for Texas Senate, and Joseph Kopser for US Congress. Our plan is to meet at Nate's around 9:30 AM, hold a quick training session and then split up. We have over 6,000 voters in Precinct 224 so this will be a great opportunity to help get the word out to our fellow neighbors. If you have not participated in a block walk before that's not a problem -we'll have volunteers on hand to help. Please feel free to reach out to Bert at bert.garza@gmail.com and Will at will@kopserforcongress.com regarding any questions.",,,,"Nate's - Buda, TX",9:30:00,5,2018-08-04T09:30:00-0500,https://www.facebook.com/events/248808525732437/,"Canvass to support Kling, Kopser, & Zwiener in Buda!",https://www.facebook.com/KopserforCongress/,8/4/2018
,,,sb,,,,"Canvass to support Kling, Kopser, & Zwiener in Buda!","We have a new block walking opportunity in Buda this weekend in Precinct 224. This is your chance to help our neighborhood connect with local candidates including Erin Zwiener for Texas House, Steven Kling for Texas Senate, and Joseph Kopser for US Congress. Our plan is to meet at Nate's around 9:30 AM, hold a quick training session and then split up. We have over 6,000 voters in Precinct 224 so this will be a great opportunity to help get the word out to our fellow neighbors. If you have not participated in a block walk before that's not a problem -we'll have volunteers on hand to help. Please feel free to reach out to Bert at bert.garza@gmail.com and Will at will@kopserforcongress.com regarding any questions.",,,,"Nate's - Buda, TX",9:30:00,5,2018-08-04T09:30:00-0500,https://www.facebook.com/events/248808525732437/,"Canvass to support Kling, Kopser, & Zwiener in Buda!",https://www.facebook.com/KopserforCongress/,8/4/2018
,,,sb,,,,Canvass with Team Jason in Sammamish!,Come knock doors with Team Jason in Sammamish the last weekend before the election!,,,,"Sammamish City Hall - Sammamish, WA",11:00:00,7,2018-08-05T11:00:00-0700,https://www.facebook.com/events/694386550903366/,Canvass with Team Jason in Sammamish!,https://www.facebook.com/JasonRittereiserforCongress/,8/5/2018
,,,sb,,,,Canvass with Team Jason!,Come knock doors for Jason in the final weekend before the primary! We need all hands on deck to make sure Jason gets a chance to take on Dino Rossi in the general!,,,,"411 E St NE, Auburn, WA 98002-4330, United States - ",10:00:00,7,2018-08-05T10:00:00-0700,https://www.facebook.com/events/186786295528796/,Canvass with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/5/2018
,,,sb,,,,Comal County Canvass Launch!,"One of the best things you can do to get Joseph elected is to talk to voters face to face about TX21 and how important this race is. Join us for a few hours to knock doors and tell voters in Comal County about Joseph and the issues that we care about. We will provide materials and training, so just bring yourself (and a friend!).

We are launching from the Democratic Party HQ in New Braunfels at 1592 W. San Antonio St. at 10am. RSVP in the ticket link above or to Sara at sara@kopserforcongress.com!",,,,"1592 W San Antonio St, New Braunfels, TX 78130-6204, United States - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/517556962016392/,Comal County Canvass Launch!,https://www.facebook.com/KopserforCongress/,8/4/2018
,,,sb,,,,Comal County Canvass Launch!,"One of the best things you can do to get Joseph elected is to talk to voters face to face about TX21 and how important this race is. Join us for a few hours to knock doors and tell voters in Comal County about Joseph and the issues that we care about. We will provide materials and training, so just bring yourself (and a friend!).

We are launching from the Democratic Party HQ in New Braunfels at 1592 W. San Antonio St. at 10am. RSVP in the ticket link above or to Sara at sara@kopserforcongress.com!",,,,"1592 W San Antonio St, New Braunfels, TX 78130-6204, United States - ",10:00:00,5,2018-08-04T10:00:00-0500,https://www.facebook.com/events/517556962016392/,Comal County Canvass Launch!,https://www.facebook.com/KopserforCongress/,8/4/2018
